316	1547.856338	376	1943.060726
317	1557.981066	380	1693.747699
320	1522.685272	382	1609.723438
322	1476.911825	385	1572.772074
325	1358.827384	387	1731.165969
327	1288.79608	394	1599.702382
330	1297.70049	397	1425.467604
332	1426.676235	399	1321.819407
335	1588.928389	401	1513.33766
338	1697.266381	405	1803.359689
341	1738.836502	407	2033.870389
343	1721.983685	409	1851.154613
346	1656.7467	413	1681.120652
349	1595.121553	415	1831.607862
351	1565.01184	418	1994.288306
353	1681.268734	420	2262.627031
356	1787.779126	423	2171.659705
358	1996.676663	426	2106.121373
360	1906.907135	429	1959.181805
362	1860.032702	431	1986.741679
366	1492.376341	433	2094.066735
368	1513.724039	435	2144.290282
371	1494.855759	439	2146.562724
373	1618.976739	442	2041.436611
375	1487.591921	444	1974.701687
378	1246.656762	447	1912.372227
380	1232.124897	451	1932.147772
383	1309.122763	454	1979.875809
387	1558.438747	456	2056.96904
388	1483.131191	458	2085.746271
390	1534.127381	461	2125.038276
393	1613.470646	464	2134.831975
395	2054.340657	467	2118.988722
397	2267.568467	469	2098.774119
399	2306.576033	472	2053.591139
401	1999.452594	474	2210.4849
404	1824.419364	476	2209.778489
406	1665.189172	478	2324.067963
409	1631.250163	480	2050.503595
412	1583.442584	482	2058.351306
414	1581.925736	484	1898.920284
416	1683.678804	486	2086.783361
418	1788.398585	489	2106.84587
421	1842.273521	491	2144.814273
423	1693.600762	493	2062.957546
425	1617.881149	496	1864.60142
429	1552.647652	498	1662.801171
430	1644.859165	450	1608.640025
432	1689.689977	452	1869.310103
435	1749.765224	454	2288.148189
437	1876.599587	457	2547.543261
439	1911.643453	460	2426.274749
443	1845.02592	462	2204.103227
446	1716.147774	465	2067.50437
448	1798.444104	468	2062.055516
450	1999.504914	470	2089.887373
452	2162.490986	472	2146.063048
454	2189.419582	475	2104.050067
456	2036.00877	477	2043.987674
459	1857.269471	480	1918.997286
461	1767.82228	482	1859.071959
464	1760.041155	485	1776.693582
467	1939.849683	487	1693.350397
469	2064.225687	489	1623.777391
471	2154.077854	542	1568.035615
473	2089.275442	544	1585.380209
474	2115.750996	546	1578.124779
476	2222.321019	548	1619.743732
478	2325.023776	551	1592.963719
480	2224.478849	553	1552.22853
483	2027.531229	555	1457.616046
485	1934.161902	558	1378.334527
487	1956.885659	560	1276.45797
490	1967.038801	563	1146.156601
492	1952.99881	566	1103.69715
494	1932.393467	568	1108.849513
496	1936.844864	571	1172.879366
499	1867.724284	575	1132.005397
501	1772.177408	579	1108.556069
503	1676.707384	582	1104.466159
